cluster_id,clusterKey,asin,fnsku,seller_sku,partial_triad,rows_seen_total,rows_seen_afi,rows_seen_manage_fba,rows_seen_fba_inv,source_tables_seen,distinct_conflicting_product_ids,product_ids,non_f2_conflict_present,titles_seen_count,titles_top1,titles_top2,vendor_hint,severity,severity_reasons,recommended_review_action
e6af11ceae77,B0027ACQ1M::X003WIPIP5::2024NOV08-B0027ACQ1M,B0027ACQ1M,X003WIPIP5,2024NOV08-B0027ACQ1M,false,1,1,0,0,amazon_amazon_fulfilled_inventory,4,"984b87c2-1e9f-4533-82b3-7c2b8d8b818e,b3480d6b-5946-4470-a1c1-1c36b6dabbc0,dcac2541-b3d2-44cd-9acf-cc8ca5a95361,deabfee2-e33f-4fce-b221-cfe7718c98d0",false,0,,,,critical,"four_plus_pids,no_title_evidence",escalate_immediate_dedupe
f9040b5c9e69,B0099CNDTA::X003O31U9B::04-2025-PK1-B0099CNDTA,B0099CNDTA,X003O31U9B,04-2025-PK1-B0099CNDTA,false,1,0,1,0,amazon_manage_fba_inventory,4,"009f5348-91ad-4c59-83a3-9e7bb3d980e9,4ad8a0f0-6bc0-4df4-958c-ab2d62f91a07,976abf78-377f-4414-ae3f-afa4877571a3,c70df5f2-7abf-44cd-b00f-bc08c9d73a05",false,1,"Cadet Gourmet Bull Sticks 12 Pack, 21 oz (949145)",,Cadet Gourmet,critical,four_plus_pids,escalate_immediate_dedupe
07634148e555,B000HKMO0M::X002K7HNM5::MONIN-POMEGRANATE-7-12,B000HKMO0M,X002K7HNM5,MONIN-POMEGRANATE-7-12,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"28d57525-bdd8-44b5-b004-eb05ec08391b,b875a1d6-3e0e-4b0a-9f89-e2cbdc3b7728,c2f6ab9b-6ef0-4a9a-856b-62fc0b97637c",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
230da2a60b6e,B0027ACP7W::X001Z1VHDD::7A-YZWQ-6F0O,B0027ACP7W,X001Z1VHDD,7A-YZWQ-6F0O,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"1198d5b4-a62a-4dfd-8a98-b2d75f73c4df,e50876ca-d3cf-4773-9591-3f8616890792,e9db9847-2c47-4113-8e7d-e7f2bccde9a2",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
26b31484f7c3,B074S97F52::X003RJSVV7::AAA-7910092840-B074S97F52,B074S97F52,X003RJSVV7,AAA-7910092840-B074S97F52,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"5cf4707e-ebab-4c7c-b5e1-345fce3440f1,76f664a0-f5ee-4fb0-aea4-1169cd2f3f8a,f1a48a34-4ef4-4b4d-83c5-94283f7f8a09",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
2b956979be24,B00QVVXDAG::X002TLWEM1::RI-8YIM-PSTN,B00QVVXDAG,X002TLWEM1,RI-8YIM-PSTN,false,1,0,0,1,amazon_fba_inventory,3,"04010b6c-708c-4dbc-808d-9d64826b6047,4138ba90-4616-490b-8961-faec9799d625,95c71a84-1a45-43c2-8e5b-f46024e9122d",false,1,"Penn Championship - Extra Duty Felt Pressurized Tennis Balls - (2 Cans, 6 Balls)",,Penn,high,three_pids,manual_dedupe_required
2f5866a95233,B07GBR8NSF::X002NEV083::MW-1645-C3NC,B07GBR8NSF,X002NEV083,MW-1645-C3NC,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"3a66ecb0-6019-4034-87f3-c259cac0e017,532bc3d0-c695-45ac-861a-99cd5a2e0bc0,c73fc411-11af-47f8-97ed-b9a07b14ecaf",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
3248050d8f66,B000T6AHW6::X0037S1FPH::RO-X0RZ-Y0UG-VEN-04,B000T6AHW6,X0037S1FPH,RO-X0RZ-Y0UG-VEN-04,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"598d0820-fd11-4bb4-9bf2-442fce0f9da6,8ccbae3b-5ce2-4453-9f47-f9d0cc6ab053,99970e74-5284-4608-8902-2110d0cc2238",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
50bc6002e325,B008RH68CC::X003VTCXF3::B008RH68CC-VEN,B008RH68CC,X003VTCXF3,B008RH68CC-VEN,false,1,0,1,0,amazon_manage_fba_inventory,3,"129756af-27b1-416f-bec1-bbe2430f09a0,a0d8ccc1-a881-463c-9a76-de0abe5ea948,cbf87a19-f5cb-4f3e-b0de-433cfb9b0f87",false,1,"Weiman Jewelry Polish Cleaner, Tarnish Remover Wipes - 20 Count - Use on Silver Jewelry Antique Silver Gold Brass Copper and Aluminum",,Weiman Jewelry,high,three_pids,manual_dedupe_required
5c63bd002ae1,B00QVVXDAG::X003RLS0BB::AAA-521001-B00QVVXDAG,B00QVVXDAG,X003RLS0BB,AAA-521001-B00QVVXDAG,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"04010b6c-708c-4dbc-808d-9d64826b6047,4138ba90-4616-490b-8961-faec9799d625,95c71a84-1a45-43c2-8e5b-f46024e9122d",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
6f6a42d054f5,B074S97F52::X003DZ5WDZ::SMU-7910092840-VEN1,B074S97F52,X003DZ5WDZ,SMU-7910092840-VEN1,false,1,0,1,0,amazon_manage_fba_inventory,3,"5cf4707e-ebab-4c7c-b5e1-345fce3440f1,76f664a0-f5ee-4fb0-aea4-1169cd2f3f8a,f1a48a34-4ef4-4b4d-83c5-94283f7f8a09",false,1,"Gravy Train Beefy Classic Dry Dog Food, 3.5 lb",,Gravy Train,high,three_pids,manual_dedupe_required
93e684ea148d,B00S9YIQMS::X004TLO49P::B00S9YIQMS-PBUILT-FBA,B00S9YIQMS,X004TLO49P,B00S9YIQMS-PBUILT-FBA,false,1,0,1,0,amazon_manage_fba_inventory,3,"3608bb25-8f95-4582-87af-0956d6731660,4ccf8254-1022-496b-a04a-d189db399de3,5e95b509-d4ab-4071-bca8-8cece29c9945",false,1,"Goo Gone Original Spray Gel Adhesive, Sticker Remover - Works on Ink, Sap, Tar, Decals, Bumper Stickers and more - 12 Oz, 2 Pack",,Goo Gone,high,three_pids,manual_dedupe_required
9de49cff622b,B001ET77YI::X0033DCTL5::6-171355-VEND,B001ET77YI,X0033DCTL5,6-171355-VEND,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"8116053f-87c3-4815-bb76-a17051ce9cec,a3afab67-4a11-49d3-b5fa-a43b4d9e0cde,db566b78-4b10-4871-ae77-3a36902e35a5",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
ad5d73e9a249,B075YCKWXX::X002TPH05N::CF-36AN-AHVY,B075YCKWXX,X002TPH05N,CF-36AN-AHVY,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"8f86bee8-faf8-4362-a1e8-84372cdcbc52,972d09e3-4f31-44e9-bc8c-f9d123e53582,d82f8ff0-f8ac-4538-ac06-7984a8796aea",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
be5f662cecdb,B003QNLTN0::X002MQXDZZ::V8-MWP2-R6M4,B003QNLTN0,X002MQXDZZ,V8-MWP2-R6M4,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"18a503b6-972c-49d5-a2c4-2ccc0f64e6c7,259feca3-cf07-437d-a100-26d13c89c8b2,b958b8fd-2ff7-4ed0-8a56-f3e66c0f7ef3",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
c27c29269e86,B01D58UJM2::X003VKXWUR::B01M59WFSU-VEN,B01D58UJM2,X003VKXWUR,B01M59WFSU-VEN,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"221aac83-2183-4b86-b9d5-a3981178858b,af8c7f15-0c07-4076-9742-51fbeb45250a,cb5c4ed4-9d9d-483f-9cd2-03f306561dfb",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
c555c28ec0ea,B074S97F52::X0031BFML3::06-8924-VEN,B074S97F52,X0031BFML3,06-8924-VEN,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"5cf4707e-ebab-4c7c-b5e1-345fce3440f1,76f664a0-f5ee-4fb0-aea4-1169cd2f3f8a,f1a48a34-4ef4-4b4d-83c5-94283f7f8a09",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
cad6e44c80c1,B0091G4RQM::X003W4VJLB::2024NOV16-B0091G4RQM,B0091G4RQM,X003W4VJLB,2024NOV16-B0091G4RQM,false,1,1,0,0,amazon_amazon_fulfilled_inventory,3,"56b069a6-9f0b-444a-9c75-0d8deb745a17,5f83badc-38bd-462f-a6ed-a2b4b582d6e8,cd2e4f55-3899-4a74-a9a3-16e7b50d068d",false,0,,,,high,"three_pids,no_title_evidence",manual_dedupe_required
127a173fd464,B00V0PVSDM::X004KH2YJZ::XA-WA1W-IQ9Z,B00V0PVSDM,X004KH2YJZ,XA-WA1W-IQ9Z,false,3,1,1,1,"amazon_amazon_fulfilled_inventory,amazon_manage_fba_inventory,amazon_fba_inventory",2,"42c29b0b-06c8-4bbf-bed6-a404e18fd844,92f01c6e-b478-4888-b2dd-b400b3348038",false,2,Gustaf's Dutch Licorice Coins Double Salt - 5.2 oz.,,Gustaf's,high,two_pids_multi_table,manual_dedupe_required
